gid,nombre_plaza,ordenanza,clasificacion,id_barrios,nombre_barrio,ubicacion,st_asgeojson
315,PAPA FRANCISCO,,PLAZOLETA,42,IRUPE,CORINTO- MAR DE AJO- RESOAGLI- BERAZATEGUI,"{""type"":""Polygon"",""coordinates"":[[[-58.8077784487214,-27.496831630277],[-58.8079911812463,-27.4978561177856],[-58.8074814891772,-27.4979452867261],[-58.8072374477801,-27.4969064997104],[-58.8077784487214,-27.496831630277]]]}"
226,S/N,S/D,ESPACIO VERDE,3,9 DE JULIO,FRAY C. RODRIGUEZ-CORCEGA,"{""type"":""Polygon"",""coordinates"":[[[-58.7985941850598,-27.4892206607694],[-58.7986649456645,-27.4895084474954],[-58.7989614353864,-27.4894504296288],[-58.7989076316006,-27.4892315809449],[-58.7985941850598,-27.4892206607694]]]}"
261,AGUILA,S/D,PLAZOLETA,0,SIN BARRIO,LIBERTAD-RUTA NACIONAL 12 - BARTOLOME MITRE,"{""type"":""Polygon"",""coordinates"":[[[-58.7685976842348,-27.4616566525593],[-58.7686301337555,-27.461649197938],[-58.7687543223218,-27.4615139829145],[-58.7687611960622,-27.4615010160285],[-58.7687553477608,-27.4614854527758],[-58.7687248777358,-27.4614623879696],[-58.7687077129271,-27.4614629960537],[-58.7686748628097,-27.4614478089443],[-58.7686704098149,-27.4614361258604],[-58.7685997474437,-27.4614162335088],[-58.7685476196233,-27.4613984046362],[-58.768491708847,-27.4613924827439],[-58.7684588803795,-27.461390021443],[-58.7684296780757,-27.4613897631939],[-58.7684016804718,-27.4613906010884],[-58.7683821519525,-27.4613958558599],[-58.7683625993043,-27.4614032814065],[-58.7683515760572,-27.4614096968899],[-58.7683392998544,-27.461419357778],[-58.7683269995215,-27.4614311894427],[-58.7683170965202,-27.4614462987961],[-58.7683109041269,-27.4614560134888],[-58.768310662844,-27.4614777212673],[-58.7683153368726,-27.4614951305364],[-58.7683248900223,-27.4615114974623],[-58.7683447253506,-27.4615333828036],[-58.7684916032414,-27.4616209786473],[-58.7685642473031,-27.4616541859011],[-58.7685976842348,-27.4616566525593]]]}"
316,ARAZATY II,,PLAYA,9,ARAZATI,AV.COSTANERA SUR JUAN PABLO II ENTRE GRAL. PAZ Y LAMADRID,"{""type"":""Polygon"",""coordinates"":[[[-58.8554776999998,-27.4796604],[-58.8560111621911,-27.4796282524366],[-58.8566615999998,-27.4796348999999],[-58.8568308775785,-27.4796451899687],[-58.8568390655818,-27.4795908390083],[-58.8568329490817,-27.4794445398583],[-58.8568387283416,-27.4792541236041],[-58.8568146698541,-27.4789988406924],[-58.8567568554303,-27.478688862342],[-58.8567969242859,-27.4783167667804],[-58.8568474558233,-27.477854626931],[-58.8569102200279,-27.4776850853947],[-58.8569892892903,-27.4774136435361],[-58.856985033008,-27.47708709926],[-58.8568754583664,-27.4756959839033],[-58.8568778278137,-27.4754664264393],[-58.8561352596289,-27.4753932395939],[-58.8561031447344,-27.4756938010144],[-58.8557639871616,-27.4772046116715],[-58.8548171286756,-27.4796694516286],[-58.8554776999998,-27.4796604]]]}"
317,COSTANERA SUR,,COSTANERA,9,ARAZATI,AV.COSTANERA SUR JUAN PABLO II ENTRE DR. ESIO ARIEL SILVEIRA Y DR. JORGE MANUEL ROMERO,"{""type"":""Polygon"",""coordinates"":[[[-58.8548477999998,-27.4796047999999],[-58.8546708564646,-27.4799064155685],[-58.8546583795786,-27.4807262163255],[-58.8547872825236,-27.4810160254686],[-58.8548442830323,-27.4813016781862],[-58.8546969999998,-27.4815664999999],[-58.8544893313679,-27.4816124597133],[-58.8543479345274,-27.4816048923972],[-58.8541763209789,-27.4815394787211],[-58.8539925510545,-27.481337446061],[-58.8541952005267,-27.4814531878145],[-58.8543344569127,-27.481514935584],[-58.8544478919105,-27.4814928203746],[-58.8545790701258,-27.4813916804739],[-58.8546336057695,-27.4812745087249],[-58.8546481738155,-27.4812134616177],[-58.854649836383,-27.4811612620046],[-58.854634951819,-27.4810984938309],[-58.8546082210174,-27.4810367470834],[-58.8545385201683,-27.4809395133916],[-58.8544856934112,-27.4807897536967],[-58.8544826947824,-27.4797928198016],[-58.8551889110232,-27.4776401930705],[-58.8554824698301,-27.4768189518176],[-58.8557863578781,-27.4758848986102],[-58.855909828811,-27.4756253341311],[-58.8559381867989,-27.4737725929655],[-58.8560113347631,-27.4737051712422],[-58.8560771999998,-27.4740183999999],[-58.8561485999998,-27.4752549999999],[-58.8561352596289,-27.4753932395939],[-58.8561085999998,-27.4756695],[-58.8557639871616,-27.4772046116715],[-58.8548477999998,-27.4796047999999]]]}"
321,PASEO TERRAZAS DEL PARANÁ,,PASEO,16,CAMBA CUA,COSTANERA GRAL. SAN MARTIN-JUAN TORRES DE VERA Y ARAGON,"{""type"":""Polygon"",""coordinates"":[[[-58.8530114760089,-27.4682752641089],[-58.8533934473359,-27.4689362121621],[-58.8537276616642,-27.4693724203984],[-58.8538656351721,-27.4692635859878],[-58.8537070293295,-27.4690325144088],[-58.8537684634305,-27.4689914506604],[-58.8538135686872,-27.4689716582671],[-58.8537566999998,-27.4687557999999],[-58.8536596999998,-27.4686435],[-58.8535169999998,-27.4685311999999],[-58.8533850999998,-27.4684452],[-58.8530114760089,-27.4682752641089]]]}"
323,S/N,,PLAZOLETA,300,SANTA CATALINA,HERMINIO GIMENEZ- MARILI MORALES SEGOVIA- ABELARDO HECTOR DIMOTTA,"{""type"":""Polygon"",""coordinates"":[[[-58.8149988412783,-27.5240260693599],[-58.8147091583387,-27.5240692965272],[-58.814524165772,-27.5246457993957],[-58.8150990974555,-27.5245600068146],[-58.8149988412783,-27.5240260693599]]]}"
325,S/N,,PLAZA,300,SANTA CATALINA,PEDRO MENDOZA- ABELARDO HECTOR DIMOTTA- ODIN FLEITAS- RAMON SIXTO RIOS- ARGENTINA ROJAS- PEDRO CELESTINO MONTENEGRO,"{""type"":""Polygon"",""coordinates"":[[[-58.8028541432199,-27.5242768459175],[-58.8042516187197,-27.5240684261503],[-58.8044559520222,-27.5251573176811],[-58.80532128944,-27.5253941694848],[-58.8054342512581,-27.5259961023624],[-58.804030291489,-27.5262079346366],[-58.8037528986699,-27.5246917000518],[-58.8029543323756,-27.524810796502],[-58.8028541432199,-27.5242768459175]]]}"
318,ARAZATY I,,PLAYA,9,ARAZATI,AV.COSTANERA SUR JUAN PABLO II ENTRE 3 DE ABRIL Y GRAL. PAZ,"{""type"":""Polygon"",""coordinates"":[[[-58.8568778278137,-27.4754664264393],[-58.8568712373944,-27.4753660387057],[-58.856870475049,-27.475162814349],[-58.8568850380139,-27.4748602324812],[-58.8568550740906,-27.4744382450901],[-58.8568713766624,-27.4741518328922],[-58.8568587016016,-27.473994426082],[-58.8568116806462,-27.4739319691789],[-58.8567143349986,-27.473757711663],[-58.8565978618258,-27.4734047371261],[-58.8564131744549,-27.4735647743869],[-58.8562228900973,-27.4737128614156],[-58.8560459590197,-27.4738677166142],[-58.8560771999998,-27.4740184],[-58.8561485999998,-27.4752549999999],[-58.8561352596289,-27.4753932395939],[-58.8568778278137,-27.4754664264393]]]}"
319,ISLAS MALVINAS II,,PLAYA,16,CAMBA CUA,COSTANERA GRAL. SAN MARTIN,"{""type"":""Polygon"",""coordinates"":[[[-58.8563195749532,-27.4734432650509],[-58.8565350989995,-27.4732511703444],[-58.8564151447117,-27.4730542517311],[-58.8563144359194,-27.4726470370167],[-58.8562169735215,-27.4722157864755],[-58.8562007291995,-27.4720472161022],[-58.8561452446679,-27.4719050593671],[-58.8560719148712,-27.4717493879825],[-58.8559885133434,-27.4716074721415],[-58.8558005176602,-27.4713497080429],[-58.8556513465482,-27.4709679137446],[-58.8554123999998,-27.4711094999999],[-58.8552458817507,-27.4711633296448],[-58.8554180999998,-27.4714364999999],[-58.855495145605,-27.4716266585434],[-58.8555898890545,-27.4716372156041],[-58.8557457664976,-27.4717064792854],[-58.8557870999998,-27.4717351999999],[-58.8558327999998,-27.4718593999999],[-58.8557925360642,-27.4719756688386],[-58.8557493999998,-27.4720791999999],[-58.8558381999998,-27.4722058],[-58.8559620156031,-27.4729862782244],[-58.8560048999998,-27.4732565999999],[-58.8560112999998,-27.4734209999999],[-58.8561884146772,-27.4735433714661],[-58.8563195749532,-27.4734432650509]]]}"
320,ISLAS MALVINAS I,,PLAYA,16,CAMBA CUA,COSTANERA GRAL. SAN MARTIN,"{""type"":""Polygon"",""coordinates"":[[[-58.8550491999998,-27.4709371999999],[-58.8552441662776,-27.4711665561888],[-58.8554130469303,-27.4711130030652],[-58.8555337368584,-27.4710364607146],[-58.8556483217109,-27.4709705624856],[-58.855509413543,-27.4707795949845],[-58.8553809339314,-27.4704496857735],[-58.8552656729294,-27.4702909956621],[-58.8550683144261,-27.4699551726563],[-58.8549601264474,-27.4696922699793],[-58.8548451155318,-27.4695095191712],[-58.8546371999998,-27.4696064],[-58.8546012179456,-27.4697372013638],[-58.85460034275,-27.4698218447775],[-58.8544877666065,-27.4698919646943],[-58.8545568310111,-27.4701322188135],[-58.8546220603662,-27.4702773038918],[-58.8546777037913,-27.4703711985047],[-58.8547111071589,-27.4704350410355],[-58.8547569125239,-27.4705113912795],[-58.8547965387172,-27.4705863737059],[-58.8549683999998,-27.4708201],[-58.8550491999998,-27.4709371999999]]]}"
322,S/N,,PLAZOLETA,300,SANTA CATALINA,ALEJANDRO BARRIOS- EMILIO CHAMORRO- EUSTAQUIO MIÑO- ABELARDO HECTOR DIMOTTA,"{""type"":""Polygon"",""coordinates"":[[[-58.817553821753,-27.5256907121747],[-58.8173379708529,-27.5244753038888],[-58.8173328376048,-27.5244636491773],[-58.8173239589599,-27.5244501543605],[-58.8173150547139,-27.5244404707244],[-58.8172961784541,-27.5244264929481],[-58.8172806526187,-27.5244192018851],[-58.8172535659336,-27.5244128005256],[-58.8172325221091,-27.5244124997139],[-58.8172153480978,-27.5244151805977],[-58.8170665289437,-27.5244379355558],[-58.8170514393392,-27.5244455851803],[-58.8170309819907,-27.5244622610601],[-58.8170210880191,-27.5244749771949],[-58.8170137810522,-27.5244890146787],[-58.8170092770475,-27.5245039602822],[-58.8170077102877,-27.5245193721091],[-58.8170091251105,-27.5245347957675],[-58.8172326030509,-27.5257381011548],[-58.8172507878349,-27.5257646938054],[-58.8172811380494,-27.5257856511803],[-58.8173145671045,-27.5257946997545],[-58.8174752696969,-27.5257750336375],[-58.8175012001911,-27.5257662697662],[-58.8175209620693,-27.5257536907573],[-58.8175367943703,-27.5257372777573],[-58.817546539667,-27.5257208680326],[-58.817553821753,-27.5256907121747]]]}"
328,S/N,,PLAZOLETA,300,SANTA CATALINA,ALEJANDRO BARRIOS- CARLOS TALAVERA- EMILIO CHAMORRO- ARMANDO NELLI,"{""type"":""Polygon"",""coordinates"":[[[-58.8170070312906,-27.5226500585298],[-58.8167889321348,-27.5214596474844],[-58.8167847260431,-27.5214477191172],[-58.8167787116463,-27.5214364241318],[-58.8167688290049,-27.5214235243905],[-58.8167565981959,-27.5214123371229],[-58.8167393431415,-27.5214016430813],[-58.8167266197529,-27.5213963834722],[-58.8167097697901,-27.521392094835],[-58.8166923438713,-27.5213904604322],[-58.816674862673,-27.5213915316148],[-58.816518063826,-27.5214180931862],[-58.8165019364863,-27.5214242035963],[-58.8164900383032,-27.5214308219114],[-58.8164743950268,-27.5214433329848],[-58.8164638058171,-27.5214557796954],[-58.8164571699905,-27.5214667946847],[-58.8164513777973,-27.5214815380218],[-58.8164485256425,-27.5214969515404],[-58.816448420095,-27.5215094549931],[-58.8166664388417,-27.5227030690341],[-58.816671407687,-27.522718060052],[-58.8166830626671,-27.5227372893172],[-58.8166944062497,-27.5227492089448],[-58.816713789493,-27.5227625937761],[-58.8167328724272,-27.5227704691908],[-58.8167498912321,-27.5227742268972],[-58.8167673829992,-27.5227753087357],[-58.8169258705318,-27.5227504847292],[-58.8169425760293,-27.5227462587263],[-58.8169582251526,-27.5227395495726],[-58.8169749641881,-27.522728502312],[-58.8169907961166,-27.5227120893561],[-58.8170005401866,-27.5226956805505],[-58.8170056386682,-27.5226808816635],[-58.8170076241068,-27.5226686179792],[-58.8170070312906,-27.5226500585298]]]}"
336,DR. RICARDO BALBIN,2275,PLAZOLETA,15,CACIQUE CANINDEYU,SANTA CRUZ-EL MAESTRO-PATAGONIA-S/N-B. CACIQUE CANINDEYU,"{""type"":""Polygon"",""coordinates"":[[[-58.8269474580946,-27.4908757026437],[-58.8265878890577,-27.490927542597],[-58.8266217980751,-27.491114593693],[-58.8269813677109,-27.491062753672],[-58.8269474580946,-27.4908757026437]]]}"
344,MANUEL FLORENCIO MANTILLA,7064,PLAZA,109,JARDIN,LAS VIOLETAS-LOS ALELIES-LAS GARDENIAS-LAS TERESITAS,"{""type"":""Polygon"",""coordinates"":[[[-58.7768988691438,-27.454580547128],[-58.7766747155089,-27.455187820111],[-58.7773379431991,-27.4553791779541],[-58.7775618839247,-27.4547756980368],[-58.7768988691438,-27.454580547128]]]}"
345,MITAI HORY 'NIÑOS FELICES',7141,PLAZA,91,SAPUCAY,HERNAN FELIX GOMEZ-ISMAEL GROSSO-FEDERICO ROBERTO BIBIANO PALMA,"{""type"":""Polygon"",""coordinates"":[[[-58.7375338842447,-27.4875855341321],[-58.7375825565013,-27.4878527098855],[-58.738505365431,-27.4877189079862],[-58.7384566909677,-27.4874517333797],[-58.7383799107399,-27.4874628666479],[-58.7383136459581,-27.4874724746559],[-58.7377956176865,-27.4875475848562],[-58.7375338842447,-27.4875855341321]]]}"
333,ARÉ PORÁ,6888,PLAZA,79,SAN GERONIMO,PJE. TABARE-MARECHAL,"{""type"":""Polygon"",""coordinates"":[[[-58.7867179397486,-27.4692041791771],[-58.7864246644489,-27.469155314402],[-58.786449056805,-27.4688759338689],[-58.7867018146155,-27.4689286701839],[-58.7867179397486,-27.4692041791771]]]}"
330,S/N,,PLAZOLETA,300,SANTA CATALINA,ARGENTINA ROJAS- PEDRO MENDOZA- ODIN FLEITAS- ALEJANDRO BARRIOS,"{""type"":""Polygon"",""coordinates"":[[[-58.8052972958746,-27.5230846430495],[-58.8046958737615,-27.5231771788593],[-58.8047994027619,-27.5237108203978],[-58.8053975415287,-27.5236188505289],[-58.8052942622147,-27.5230853723061],[-58.8052972958746,-27.5230846430495]]]}"
331,S/N,,PLAZA,300,SANTA CATALINA,NINI FLORES- PEDRO CELESTINO MONTENEGRO- RAMON TITO ARANDA- ARGENTINA ROJAS,"{""type"":""Polygon"",""coordinates"":[[[-58.802504889799,-27.5240538964262],[-58.8022639749536,-27.5228091045373],[-58.8008676956005,-27.5230239158121],[-58.8011086316414,-27.5242687037409],[-58.8025048910154,-27.5240539027103],[-58.802504889799,-27.5240538964262]]]}"
332,PARADA MEDINA,6889,PLAZOLETA,86,SAN ROQUE,VALENTIN ALSINA- MAIPÚ,"{""type"":""Polygon"",""coordinates"":[[[-58.8091605126427,-27.5117771058678],[-58.8091429704928,-27.5118049971262],[-58.808657328948,-27.5116533746601],[-58.8086796209644,-27.5116255028122],[-58.8087049738895,-27.5115808593221],[-58.8091605126427,-27.5117771058678]]]}"
339,DR. OSCAR M. DE LLANO,2783/22,PLAZA,46,JUAN XXIII,LUZURIAGA - RIO LIMAY - RICARDO GUTIERREZ - JUAN M. DE ROSAS,"{""type"":""Polygon"",""coordinates"":[[[-58.835823711164,-27.4942995137755],[-58.8359244497851,-27.4949113497418],[-58.8349585183341,-27.4950398005635],[-58.834865439673,-27.4944280281648],[-58.835823711164,-27.4942995137755]]]}"
348,ARTIGAS,,PLAZA,106,YAPEYU,GDOR. DR. JUAN E. MARTINEZ-ARTIGAS-AYACUCHO,"{""type"":""Polygon"",""coordinates"":[[[-58.818116894473,-27.47035249743],[-58.818334764334,-27.4703472170997],[-58.8183393576385,-27.4701538259776],[-58.8184087102967,-27.4699506636021],[-58.8184867008448,-27.4698194865819],[-58.8184830535575,-27.4697834995809],[-58.8183730077479,-27.4697593536275],[-58.8180872256612,-27.4701365766544],[-58.818116894473,-27.47035249743]]]}"
334,ALFONSINA STORNI,2727,PLAZA,113,DR. MONTAÑA,ARISTOBULO DEL VALLE- MARIANO BOEDO- ROBERTO GUSTI- FRANCISCO DE MORATIN,"{""type"":""Polygon"",""coordinates"":[[[-58.7891894635301,-27.5280402127519],[-58.7891220904053,-27.5280831175487],[-58.788266596214,-27.5280024867142],[-58.7882225597169,-27.5279570774585],[-58.788305475388,-27.5271152193285],[-58.7888406339655,-27.5271636579176],[-58.7888003572903,-27.527480475575],[-58.7892539028045,-27.5275145021072],[-58.7891894635301,-27.5280402127519]]]}"
335,ADOLFO DOMINGO TORRES,6780,PLAZA,37,GUEMES INVICO,LAS HERAS-PEATONAL VENADO DE LAS PAMPAS-FRAY C. RODRIGUEZ,"{""type"":""Polygon"",""coordinates"":[[[-58.798442525161,-27.4855793083542],[-58.7984773466052,-27.4857966253056],[-58.7982089352198,-27.4858308085775],[-58.7981743635078,-27.4856150466229],[-58.798442525161,-27.4855793083542]]]}"
337,SAN JOSE OBRERO,7115,PLAZA,82,SAN JOSE,GASCON-MANUEL ACEVEDO-JOSE DARRAGUEIRA,"{""type"":""Polygon"",""coordinates"":[[[-58.7951084776605,-27.4811303969153],[-58.7950057327794,-27.481154725575],[-58.7949040884049,-27.4811787938915],[-58.7948106702551,-27.4812009130609],[-58.7945096013663,-27.4812722042814],[-58.7945096135744,-27.48127229101],[-58.7945909182247,-27.4817218095113],[-58.7954115191923,-27.4814715714948],[-58.7953481239328,-27.4810736506045],[-58.7951084776605,-27.4811303969153]]]}"
338,SANTA MÓNICA,6986,PLAZA,1,17 DE AGOSTO,LAVALLE-PAUL GROUSSAC-INDEPENDENCIA,"{""type"":""Polygon"",""coordinates"":[[[-58.7866657235592,-27.4850598754339],[-58.7867208748891,-27.4853261423578],[-58.7871091626646,-27.4852650992436],[-58.7870916240869,-27.4851762475482],[-58.7870740586119,-27.4850872674865],[-58.7870330209939,-27.48509371875],[-58.7870157657532,-27.4850051474285],[-58.7870157025329,-27.485004822945],[-58.7866657235592,-27.4850598754339]]]}"
340,PADRE JULIAN ZINI,7037,PLAZOLETA,46,JUAN XXIII,CALLAO-GATO Y MANCHA-MARIANO A. IGARZABAL-DOÑA ANGELA LLANO DE IGLESIA,"{""type"":""Polygon"",""coordinates"":[[[-58.8321421936458,-27.500849320477],[-58.8321571267211,-27.5009576122885],[-58.8313786288656,-27.5010514226564],[-58.8313636827812,-27.5009444338808],[-58.8321421936458,-27.500849320477]]]}"
1067,ARA SAN JUAN,6615,,55,MALVINAS ARGENTINAS,PAYSANDU E IBERA,"{""type"":""Polygon"",""coordinates"":[[[-58.8257201572603,-27.4992895567087],[-58.8258255847834,-27.499275720046],[-58.8257940041155,-27.4991392341964],[-58.825692704999,-27.4991531056822],[-58.8257201572603,-27.4992895567087]]]}"
